sample_id,split,src_dir,dst_dir,file_count,total_bytes,seed,created_at,mode
E063,test,backend\data\Srilankan_OCT\DataFiles\E063,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E063,5,3524660,42,2026-03-21T16:18:00,junction
E667,test,backend\data\Srilankan_OCT\DataFiles\E667,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E667,5,46256964,42,2026-03-21T16:18:00,junction
E118,test,backend\data\Srilankan_OCT\DataFiles\E118,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E118,9,8065268,42,2026-03-21T16:18:00,junction
E132,test,backend\data\Srilankan_OCT\DataFiles\E132,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E132,5,3384234,42,2026-03-21T16:18:00,junction
E045,test,backend\data\Srilankan_OCT\DataFiles\E045,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E045,15,10309214,42,2026-03-21T16:18:00,junction
E056,test,backend\data\Srilankan_OCT\DataFiles\E056,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E056,5,46256966,42,2026-03-21T16:18:00,junction
E839,test,backend\data\Srilankan_OCT\DataFiles\E839,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E839,12,51386314,42,2026-03-21T16:18:00,junction
E485,test,backend\data\Srilankan_OCT\DataFiles\E485,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E485,8,5109288,42,2026-03-21T16:18:00,junction
E562,test,backend\data\Srilankan_OCT\DataFiles\E562,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E562,5,46257074,42,2026-03-21T16:18:00,junction
E626,test,backend\data\Srilankan_OCT\DataFiles\E626,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E626,12,51440066,42,2026-03-21T16:18:00,junction
E242,test,backend\data\Srilankan_OCT\DataFiles\E242,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E242,5,46256890,42,2026-03-21T16:18:00,junction
E722,test,backend\data\Srilankan_OCT\DataFiles\E722,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E722,5,46256438,42,2026-03-21T16:18:00,junction
E888,test,backend\data\Srilankan_OCT\DataFiles\E888,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E888,8,5059910,42,2026-03-21T16:18:00,junction
E872,test,backend\data\Srilankan_OCT\DataFiles\E872,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E872,5,46257268,42,2026-03-21T16:18:00,junction
E836,test,backend\data\Srilankan_OCT\DataFiles\E836,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E836,8,5129754,42,2026-03-21T16:18:00,junction
E472,test,backend\data\Srilankan_OCT\DataFiles\E472,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E472,5,46256476,42,2026-03-21T16:18:00,junction
E106,test,backend\data\Srilankan_OCT\DataFiles\E106,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E106,8,5112442,42,2026-03-21T16:18:00,junction
E851,test,backend\data\Srilankan_OCT\DataFiles\E851,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E851,5,46256760,42,2026-03-21T16:18:00,junction
E548,test,backend\data\Srilankan_OCT\DataFiles\E548,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E548,5,46256820,42,2026-03-21T16:18:00,junction
E810,test,backend\data\Srilankan_OCT\DataFiles\E810,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E810,9,8008410,42,2026-03-21T16:18:00,junction
E244,test,backend\data\Srilankan_OCT\DataFiles\E244,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E244,5,46256818,42,2026-03-21T16:18:00,junction
E062,test,backend\data\Srilankan_OCT\DataFiles\E062,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E062,17,16002400,42,2026-03-21T16:18:00,junction
E925,test,backend\data\Srilankan_OCT\DataFiles\E925,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E925,5,46257038,42,2026-03-21T16:18:00,junction
E987,test,backend\data\Srilankan_OCT\DataFiles\E987,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E987,9,7761016,42,2026-03-21T16:18:00,junction
E758,test,backend\data\Srilankan_OCT\DataFiles\E758,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E758,17,16102096,42,2026-03-21T16:18:00,junction
E557,test,backend\data\Srilankan_OCT\DataFiles\E557,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E557,8,5164120,42,2026-03-21T16:18:00,junction
E552,test,backend\data\Srilankan_OCT\DataFiles\E552,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E552,13,54314004,42,2026-03-21T16:18:00,junction
E373,test,backend\data\Srilankan_OCT\DataFiles\E373,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E373,9,92512612,42,2026-03-21T16:18:00,junction
E784,test,backend\data\Srilankan_OCT\DataFiles\E784,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E784,5,46256120,42,2026-03-21T16:18:00,junction
E023,test,backend\data\Srilankan_OCT\DataFiles\E023,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E023,5,3537964,42,2026-03-21T16:18:00,junction
E716,test,backend\data\Srilankan_OCT\DataFiles\E716,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E716,5,46256940,42,2026-03-21T16:18:00,junction
E158,test,backend\data\Srilankan_OCT\DataFiles\E158,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E158,5,3401026,42,2026-03-21T16:18:00,junction
E170,test,backend\data\Srilankan_OCT\DataFiles\E170,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E170,5,46257118,42,2026-03-21T16:18:00,junction
E829,test,backend\data\Srilankan_OCT\DataFiles\E829,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E829,8,5164464,42,2026-03-21T16:18:00,junction
E881,test,backend\data\Srilankan_OCT\DataFiles\E881,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E881,17,100516120,42,2026-03-21T16:18:00,junction
E779,test,backend\data\Srilankan_OCT\DataFiles\E779,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E779,5,46255982,42,2026-03-21T16:18:00,junction
E838,test,backend\data\Srilankan_OCT\DataFiles\E838,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E838,8,5127972,42,2026-03-21T16:18:00,junction
E501,test,backend\data\Srilankan_OCT\DataFiles\E501,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E501,5,3500748,42,2026-03-21T16:18:00,junction
E043,test,backend\data\Srilankan_OCT\DataFiles\E043,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E043,13,54327144,42,2026-03-21T16:18:00,junction
E529,test,backend\data\Srilankan_OCT\DataFiles\E529,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E529,9,8054088,42,2026-03-21T16:18:00,junction
E820,test,backend\data\Srilankan_OCT\DataFiles\E820,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E820,5,3487510,42,2026-03-21T16:18:00,junction
E792,test,backend\data\Srilankan_OCT\DataFiles\E792,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E792,9,8013254,42,2026-03-21T16:18:00,junction
E218,test,backend\data\Srilankan_OCT\DataFiles\E218,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E218,8,5155890,42,2026-03-21T16:18:00,junction
E468,test,backend\data\Srilankan_OCT\DataFiles\E468,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E468,9,92513270,42,2026-03-21T16:18:00,junction
E599,test,backend\data\Srilankan_OCT\DataFiles\E599,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E599,8,5064208,42,2026-03-21T16:18:00,junction
E119,test,backend\data\Srilankan_OCT\DataFiles\E119,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E119,9,8067292,42,2026-03-21T16:18:00,junction
E891,test,backend\data\Srilankan_OCT\DataFiles\E891,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E891,8,5013818,42,2026-03-21T16:18:00,junction
E908,test,backend\data\Srilankan_OCT\DataFiles\E908,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E908,5,46256776,42,2026-03-21T16:18:00,junction
E711,test,backend\data\Srilankan_OCT\DataFiles\E711,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E711,8,5139504,42,2026-03-21T16:18:00,junction
E148,test,backend\data\Srilankan_OCT\DataFiles\E148,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E148,5,46255712,42,2026-03-21T16:18:00,junction
E600,test,backend\data\Srilankan_OCT\DataFiles\E600,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E600,12,8650686,42,2026-03-21T16:18:00,junction
E588,test,backend\data\Srilankan_OCT\DataFiles\E588,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E588,9,49782884,42,2026-03-21T16:18:00,junction
E913,test,backend\data\Srilankan_OCT\DataFiles\E913,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E913,5,3495212,42,2026-03-21T16:18:00,junction
E703,test,backend\data\Srilankan_OCT\DataFiles\E703,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E703,9,8023334,42,2026-03-21T16:18:00,junction
E723,test,backend\data\Srilankan_OCT\DataFiles\E723,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E723,5,46256734,42,2026-03-21T16:18:00,junction
E140,test,backend\data\Srilankan_OCT\DataFiles\E140,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E140,9,7911180,42,2026-03-21T16:18:00,junction
E531,test,backend\data\Srilankan_OCT\DataFiles\E531,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E531,5,3523716,42,2026-03-21T16:18:00,junction
E077,test,backend\data\Srilankan_OCT\DataFiles\E077,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E077,9,92511812,42,2026-03-21T16:18:00,junction
E916,test,backend\data\Srilankan_OCT\DataFiles\E916,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E916,9,92512594,42,2026-03-21T16:18:00,junction
E651,test,backend\data\Srilankan_OCT\DataFiles\E651,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E651,17,100554326,42,2026-03-21T16:18:00,junction
E945,test,backend\data\Srilankan_OCT\DataFiles\E945,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E945,5,46255744,42,2026-03-21T16:18:00,junction
E316,test,backend\data\Srilankan_OCT\DataFiles\E316,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E316,5,46257530,42,2026-03-21T16:18:00,junction
E749,test,backend\data\Srilankan_OCT\DataFiles\E749,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E749,8,5094058,42,2026-03-21T16:18:00,junction
E797,test,backend\data\Srilankan_OCT\DataFiles\E797,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E797,9,8033968,42,2026-03-21T16:18:00,junction
E526,test,backend\data\Srilankan_OCT\DataFiles\E526,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E526,9,8046866,42,2026-03-21T16:18:00,junction
E848,test,backend\data\Srilankan_OCT\DataFiles\E848,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E848,8,5073494,42,2026-03-21T16:18:00,junction
E766,test,backend\data\Srilankan_OCT\DataFiles\E766,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E766,13,11541224,42,2026-03-21T16:18:00,junction
E781,test,backend\data\Srilankan_OCT\DataFiles\E781,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E781,5,46256688,42,2026-03-21T16:18:00,junction
E565,test,backend\data\Srilankan_OCT\DataFiles\E565,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E565,9,8006958,42,2026-03-21T16:18:00,junction
E544,test,backend\data\Srilankan_OCT\DataFiles\E544,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E544,12,51439446,42,2026-03-21T16:18:00,junction
E687,test,backend\data\Srilankan_OCT\DataFiles\E687,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E687,8,5163410,42,2026-03-21T16:18:00,junction
E924,test,backend\data\Srilankan_OCT\DataFiles\E924,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E924,8,5161720,42,2026-03-21T16:18:00,junction
E528,test,backend\data\Srilankan_OCT\DataFiles\E528,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E528,5,3548480,42,2026-03-21T16:18:00,junction
E733,test,backend\data\Srilankan_OCT\DataFiles\E733,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E733,12,8672156,42,2026-03-21T16:18:00,junction
E444,test,backend\data\Srilankan_OCT\DataFiles\E444,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E444,5,46257420,42,2026-03-21T16:18:00,junction
E530,test,backend\data\Srilankan_OCT\DataFiles\E530,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E530,5,3553214,42,2026-03-21T16:18:00,junction
E129,test,backend\data\Srilankan_OCT\DataFiles\E129,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E129,13,54172262,42,2026-03-21T16:18:00,junction
E821,test,backend\data\Srilankan_OCT\DataFiles\E821,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E821,5,3458376,42,2026-03-21T16:18:00,junction
E473,test,backend\data\Srilankan_OCT\DataFiles\E473,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E473,5,46256500,42,2026-03-21T16:18:00,junction
E676,test,backend\data\Srilankan_OCT\DataFiles\E676,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E676,8,5134098,42,2026-03-21T16:18:00,junction
E890,test,backend\data\Srilankan_OCT\DataFiles\E890,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E890,8,5014500,42,2026-03-21T16:18:00,junction
E494,test,backend\data\Srilankan_OCT\DataFiles\E494,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E494,9,8011356,42,2026-03-21T16:18:00,junction
E713,test,backend\data\Srilankan_OCT\DataFiles\E713,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E713,8,5141560,42,2026-03-21T16:18:00,junction
E957,test,backend\data\Srilankan_OCT\DataFiles\E957,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E957,5,3410938,42,2026-03-21T16:18:00,junction
E704,test,backend\data\Srilankan_OCT\DataFiles\E704,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E704,9,8023260,42,2026-03-21T16:18:00,junction
E969,test,backend\data\Srilankan_OCT\DataFiles\E969,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E969,8,5162562,42,2026-03-21T16:18:00,junction
E017,test,backend\data\Srilankan_OCT\DataFiles\E017,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E017,9,8035542,42,2026-03-21T16:18:00,junction
E110,test,backend\data\Srilankan_OCT\DataFiles\E110,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E110,8,5136744,42,2026-03-21T16:18:00,junction
E738,test,backend\data\Srilankan_OCT\DataFiles\E738,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E738,13,11457842,42,2026-03-21T16:18:00,junction
E944,test,backend\data\Srilankan_OCT\DataFiles\E944,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E944,5,46256236,42,2026-03-21T16:18:00,junction
E215,test,backend\data\Srilankan_OCT\DataFiles\E215,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E215,8,5146188,42,2026-03-21T16:18:00,junction
E290,test,backend\data\Srilankan_OCT\DataFiles\E290,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E290,5,46256916,42,2026-03-21T16:18:00,junction
E547,test,backend\data\Srilankan_OCT\DataFiles\E547,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E547,9,7957976,42,2026-03-21T16:18:00,junction
E286,test,backend\data\Srilankan_OCT\DataFiles\E286,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E286,5,46257684,42,2026-03-21T16:18:00,junction
E589,test,backend\data\Srilankan_OCT\DataFiles\E589,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E589,13,96036810,42,2026-03-21T16:18:00,junction
E137,test,backend\data\Srilankan_OCT\DataFiles\E137,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E137,8,5028552,42,2026-03-21T16:18:00,junction
E801,test,backend\data\Srilankan_OCT\DataFiles\E801,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E801,9,8021370,42,2026-03-21T16:18:00,junction
E573,test,backend\data\Srilankan_OCT\DataFiles\E573,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E573,8,5016478,42,2026-03-21T16:18:00,junction
E827,test,backend\data\Srilankan_OCT\DataFiles\E827,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E827,8,5151592,42,2026-03-21T16:18:00,junction
E478,test,backend\data\Srilankan_OCT\DataFiles\E478,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E478,9,7820950,42,2026-03-21T16:18:00,junction
E533,test,backend\data\Srilankan_OCT\DataFiles\E533,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E533,8,5151042,42,2026-03-21T16:18:00,junction
E971,test,backend\data\Srilankan_OCT\DataFiles\E971,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E971,9,7913230,42,2026-03-21T16:18:00,junction
E542,test,backend\data\Srilankan_OCT\DataFiles\E542,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E542,13,54334974,42,2026-03-21T16:18:00,junction
E965,test,backend\data\Srilankan_OCT\DataFiles\E965,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E965,8,5143986,42,2026-03-21T16:18:00,junction
E147,test,backend\data\Srilankan_OCT\DataFiles\E147,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E147,5,46255834,42,2026-03-21T16:18:00,junction
E794,test,backend\data\Srilankan_OCT\DataFiles\E794,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E794,5,3525142,42,2026-03-21T16:18:00,junction
E708,test,backend\data\Srilankan_OCT\DataFiles\E708,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E708,9,8037556,42,2026-03-21T16:18:00,junction
E665,test,backend\data\Srilankan_OCT\DataFiles\E665,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E665,5,46257140,42,2026-03-21T16:18:00,junction
E130,test,backend\data\Srilankan_OCT\DataFiles\E130,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E130,9,7925636,42,2026-03-21T16:18:00,junction
E155,test,backend\data\Srilankan_OCT\DataFiles\E155,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E155,10,8692568,42,2026-03-21T16:18:00,junction
E883,test,backend\data\Srilankan_OCT\DataFiles\E883,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E883,17,142206998,42,2026-03-21T16:18:00,junction
E601,test,backend\data\Srilankan_OCT\DataFiles\E601,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E601,12,8681272,42,2026-03-21T16:18:00,junction
E355,test,backend\data\Srilankan_OCT\DataFiles\E355,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E355,21,104063448,42,2026-03-21T16:18:00,junction
E539,test,backend\data\Srilankan_OCT\DataFiles\E539,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E539,15,10301158,42,2026-03-21T16:18:00,junction
E088,test,backend\data\Srilankan_OCT\DataFiles\E088,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E088,8,5136716,42,2026-03-21T16:18:00,junction
E863,test,backend\data\Srilankan_OCT\DataFiles\E863,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E863,5,3437180,42,2026-03-21T16:18:00,junction
E152,test,backend\data\Srilankan_OCT\DataFiles\E152,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E152,8,5163708,42,2026-03-21T16:18:00,junction
E757,test,backend\data\Srilankan_OCT\DataFiles\E757,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E757,13,54315642,42,2026-03-21T16:18:00,junction
E516,test,backend\data\Srilankan_OCT\DataFiles\E516,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E516,5,3388232,42,2026-03-21T16:18:00,junction
E646,test,backend\data\Srilankan_OCT\DataFiles\E646,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E646,8,5128842,42,2026-03-21T16:18:00,junction
E620,test,backend\data\Srilankan_OCT\DataFiles\E620,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E620,16,12847866,42,2026-03-21T16:18:00,junction
E640,test,backend\data\Srilankan_OCT\DataFiles\E640,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E640,9,7919056,42,2026-03-21T16:18:00,junction
E585,test,backend\data\Srilankan_OCT\DataFiles\E585,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E585,13,54295982,42,2026-03-21T16:18:00,junction
E014,test,backend\data\Srilankan_OCT\DataFiles\E014,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E014,8,5146596,42,2026-03-21T16:18:00,junction
E852,test,backend\data\Srilankan_OCT\DataFiles\E852,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E852,5,46256550,42,2026-03-21T16:18:00,junction
E892,test,backend\data\Srilankan_OCT\DataFiles\E892,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E892,5,46256472,42,2026-03-21T16:18:00,junction
E769,test,backend\data\Srilankan_OCT\DataFiles\E769,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E769,8,5166980,42,2026-03-21T16:18:00,junction
E750,test,backend\data\Srilankan_OCT\DataFiles\E750,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E750,8,5108018,42,2026-03-21T16:18:00,junction
E643,test,backend\data\Srilankan_OCT\DataFiles\E643,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E643,8,5020186,42,2026-03-21T16:18:00,junction
E860,test,backend\data\Srilankan_OCT\DataFiles\E860,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E860,9,7989074,42,2026-03-21T16:18:00,junction
E737,test,backend\data\Srilankan_OCT\DataFiles\E737,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E737,17,15750858,42,2026-03-21T16:18:00,junction
E211,test,backend\data\Srilankan_OCT\DataFiles\E211,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E211,8,5145632,42,2026-03-21T16:18:00,junction
E358,test,backend\data\Srilankan_OCT\DataFiles\E358,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E358,17,100551606,42,2026-03-21T16:18:00,junction
E744,test,backend\data\Srilankan_OCT\DataFiles\E744,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E744,9,7748750,42,2026-03-21T16:18:00,junction
E644,test,backend\data\Srilankan_OCT\DataFiles\E644,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E644,15,10138264,42,2026-03-21T16:18:00,junction
E823,test,backend\data\Srilankan_OCT\DataFiles\E823,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E823,5,46256522,42,2026-03-21T16:18:00,junction
E116,test,backend\data\Srilankan_OCT\DataFiles\E116,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E116,5,46256582,42,2026-03-21T16:18:00,junction
E835,test,backend\data\Srilankan_OCT\DataFiles\E835,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E835,8,5127002,42,2026-03-21T16:18:00,junction
